10000 30000
8636 6980 138
8637 1212 24
8637 747 70
8637 4565 18
8637 3362 9
8638 5855 12
8638 4271 157
8638 5275 127
8638 7389 56
8639 9232 94
8639 1393 15
8640 1534 169
8640 7110 119
8640 1540 24
8641 9833 183
8641 2751 179
8641 7231 189
8642 9793 113
8642 4863 191
8642 3576 78
8642 7035 76
8643 860 131
8643 9847 61
8643 7748 119
8644 9981 162
8644 8729 163
8644 6169 53
8645 2124 57
8645 1112 166
8646 5693 105
8646 8237 66
8647 4640 145
8647 7723 49
8647 6854 140
8647 2981 24
8648 8742 9
8648 912 73
8648 4538 71
8649 5638 44
8649 9815 14
8649 3724 198
8650 4354 117
8650 5480 119
8651 6009 25
8651 4514 27
8652 5824 144
8652 5420 118
8652 8597 163
8653 2233 112
8653 9791 141
8653 5981 76
8654 3854 125
8654 9379 159
8655 2288 35
8655 123 12
8656 9729 178
8656 8060 77
8657 8497 129
8657 630 98
8657 1736 182
8657 4561 179
8658 9367 199
8658 7653 32
8659 2584 66
8659 3115 25
8659 2127 4
8659 6206 79
8660 6967 87
8660 6708 28
8661 7697 64
8661 495 25
8661 7027 150
8662 9694 145
8662 574 3
8662 256 134
8663 7796 56
8663 1564 120
8664 7672 113
8664 9552 43
8665 163 17
8665 6083 182
8666 4376 143
8666 6547 18
8666 9034 60
8666 6034 92
8667 4657 32
8667 6523 97
8667 5984 66
8668 30 196
8668 7167 71
8669 2100 44
8669 8388 81
8669 4439 14
8669 4100 54
8670 2969 70
8670 5970 54
8670 9669 46
8671 9611 25
8671 3343 128
8672 7957 180
8672 7989 69
8673 5670 144
8673 7045 156
8673 5749 69
8674 5530 116
8674 7869 86
8674 8235 155
8675 5407 154
8675 1412 16
8676 9139 178
8676 596 86
8676 7817 28
8677 5427 117
8677 4256 110
8677 6916 68
8677 6052 147
8678 8054 29
8678 6666 155
8679 8788 67
8679 8046 194
8680 772 199
8680 3941 22
8680 7086 29
8680 8603 129
8681 5632 17
8681 9201 138
8681 5165 138
8682 2473 89
8682 6777 188
8682 7008 36
8683 2946 162
8683 6571 27
8683 4164 62
8684 8776 112
8684 7137 159
8684 7196 60
8684 7195 65
8685 5754 51
8685 2951 73
8685 1258 106
8686 3428 95
8686 6760 18
8686 7714 82
8686 5259 113
8687 8518 61
8687 2452 9
8687 4038 82
8688 2899 34
8688 9644 171
8689 3173 150
8689 5617 41
8690 8374 112
8690 8346 178
8690 9362 50
8690 4463 163
8691 6352 86
8691 1475 87
8691 1682 198
8691 1174 160
8692 4790 92
8692 6981 0
8692 7269 131
8693 6018 14
8693 1463 108
8693 3853 147
8694 7139 31
8694 1672 107
8694 7539 57
8694 609 68
8695 4843 11
8695 3750 191
8696 5786 155
8696 3670 22
8696 256 48
8697 1755 34
8697 5980 147
8697 6095 67
8697 1727 88
8698 389 148
8698 2650 77
8698 5150 174
8699 7889 22
8699 4474 75
8699 7510 43
8699 1740 186
8700 5062 84
8700 4114 43
8701 3023 108
8701 2614 6
8701 5320 36
8702 2682 89
8702 1443 86
8702 396 25
8703 8053 94
8703 6572 181
8704 615 17
8704 2106 102
8704 5222 147
8704 5453 145
8705 98 101
8705 2961 184
8705 7202 99
8705 8692 142
8706 7355 89
8706 1993 165
8707 314 87
8707 7662 171
8707 8382 87
8708 7300 121
8708 6726 68
8708 6653 77
8709 5043 146
8709 43 66
8709 1924 147
8710 2762 118
8710 9807 176
8710 6741 50
8711 1052 63
8711 9334 82
8711 7868 58
8711 6860 115
8712 5819 31
8712 832 189
8712 4595 131
8713 3675 17
8713 1999 22
8714 7258 7
8714 5857 7
8714 2809 142
8715 6867 104
8715 5427 193
8715 6228 200
8715 7125 186
8716 2557 70
8716 6317 180
8716 6362 98
8717 1486 127
8717 8467 14
8718 3126 110
8718 6402 90
8718 1796 187
8718 4947 53
8719 5059 41
8719 6754 52
8719 5602 124
8720 2142 86
8720 3026 40
8720 7410 45
8721 390 196
8721 2484 129
8721 8566 119
8722 1383 87
8722 4768 167
8723 3365 70
8723 126 48
8724 3071 38
8724 526 123
8724 1185 118
8724 2908 69
8725 5322 192
8725 943 146
8725 360 132
8725 3567 192
8726 2276 46
8726 5996 93
8726 2007 138
8726 8589 82
8727 444 77
8727 5314 134
8727 8682 140
8727 3199 69
8728 398 146
8728 5857 187
8729 9831 79
8729 2464 158
8730 5522 8
8730 1993 21
8730 6617 116
8731 6044 127
8731 280 13
8732 7548 89
8732 1614 114
8732 5699 131
8733 378 52
8733 1384 120
8733 8941 174
8733 4829 59
8734 8422 169
8734 7917 197
8734 3796 166
8734 6679 138
8735 1290 183
8735 4239 33
8736 8584 116
8736 558 131
8736 2950 126
8737 7559 121
8737 9647 198
8738 9833 172
8738 6984 192
8739 3693 105
8739 8321 18
8740 7287 60
8740 9766 62
8740 5746 58
8741 1243 22
8741 9953 195
8742 1164 20
8742 4432 197
8742 3779 1
8743 5983 197
8743 2024 114
8743 3065 52
8743 2022 81
8744 8207 110
8744 6297 198
8745 2042 161
8745 5626 91
8745 5847 182
8746 9597 60
8746 6314 16
8746 4389 75
8747 2890 116
8747 1059 90
8747 8150 29
8747 4697 86
8748 5406 85
8748 8738 110
8748 4925 178
8749 8345 197
8749 3318 193
8749 4677 71
8750 9333 136
8750 6125 107
8750 7888 72
8750 8166 175
8751 528 172
8751 281 178
8751 9912 135
8752 6979 123
8752 6898 187
8752 7365 20
8752 7403 31
8753 4670 151
8753 9781 54
8754 861 22
8754 8760 120
8755 4667 53
8755 3210 32
8755 6194 28
8756 4875 15
8756 5615 156
8756 872 63
8756 3959 125
8757 4806 168
8757 5472 162
8757 7775 135
8758 1840 120
8758 3471 118
8758 9800 111
8758 159 167
8759 3053 86
8759 6056 109
8759 8386 158
8760 6211 178
8760 541 105
8760 2286 7
8760 7100 44
8761 8736 103
8761 8130 174
8761 8793 29
8762 5255 78
8762 6415 56
8762 8529 58
8763 2759 40
8763 9760 134
8764 9701 80
8764 1114 183
8764 8845 61
8765 5133 136
8765 5231 80
8765 1173 5
8765 9263 198
8766 327 81
8766 2235 105
8766 2320 104
8767 9125 130
8767 5462 144
8767 9731 78
8767 119 60
8768 625 8
8768 1273 25
8768 3813 7
8769 3127 180
8769 5655 69
8769 9449 128
8770 8870 0
8770 4727 20
8770 7875 104
8770 4412 109
8771 4948 189
8771 4742 51
8771 9617 14
8771 4028 34
8772 6489 126
8772 6632 189
8772 5211 13
8772 6849 187
8773 8756 36
8773 9737 66
8774 932 48
8774 7844 144
8774 6121 43
8775 9507 123
8775 4926 43
8775 8437 78
8776 4277 173
8776 4196 147
8776 3143 113
8777 5689 10
8777 132 162
8777 1302 167
8777 2741 13
8778 2968 183
8778 4935 30
8778 5702 151
8778 4595 92
8779 4977 13
8779 9034 198
8779 1128 105
8779 5105 155
8780 4869 32
8780 5246 17
8781 3793 97
8781 8599 31
8782 9166 105
8782 6702 73
8782 406 138
8783 723 155
8783 1946 42
8783 3112 49
8784 8809 189
8784 1370 114
8784 954 108
8784 6348 198
8785 7583 170
8785 377 185
8785 298 28
8786 7616 120
8786 1142 46
8786 6879 35
8786 5291 125
8787 9981 135
8787 685 130
8788 7095 36
8788 4877 47
8788 5005 46
8788 2871 180
8789 3793 129
8789 955 11
8790 9974 92
8790 5537 189
8790 7427 89
8790 1856 24
8791 1209 4
8791 8158 68
8791 1408 50
8792 6621 162
8792 5320 178
8793 6238 7
8793 1265 151
8794 5417 144
8794 9803 121
8794 7983 2
8794 4547 197
8795 6516 85
8795 840 95
8795 1326 87
8795 4466 134
8796 4760 49
8796 4761 8
8796 6686 193
8797 1681 187
8797 7492 63
8797 2675 103
8798 5053 71
8798 8978 152
8799 2176 14
8799 6021 5
8800 9784 27
8800 9867 123
8801 5268 150
8801 295 191
8802 6381 157
8802 7846 177
8802 1739 61
8803 423 140
8803 485 80
8803 1555 36
8804 6727 37
8804 6222 191
8805 4048 107
8805 6709 152
8805 6396 11
8805 5561 93
8806 4027 167
8806 5829 149
8806 8023 199
8806 3760 119
8807 6108 10
8807 5447 83
8807 5948 80
8807 4987 59
8808 5078 12
8808 6159 186
8809 5105 145
8809 4863 125
8810 2144 84
8810 8137 136
8810 7116 177
8811 4870 46
8811 4018 68
8811 1684 140
8812 2214 74
8812 5098 184
8812 5738 88
8812 2842 171
8813 9833 147
8813 2826 106
8813 4170 111
8814 5419 194
8814 938 67
8814 8849 87
8814 2967 186
8815 5333 75
8815 2445 55
8815 6746 155
8816 4731 44
8816 77 13
8817 4551 116
8817 9212 181
8818 1449 156
8818 1157 186
8819 4761 160
8819 8287 200
8819 4363 6
8819 7321 198
8820 7998 113
8820 2198 53
8820 4051 124
8821 3457 85
8821 156 66
8821 615 187
8822 244 94
8822 1896 196
8822 1083 58
8822 2853 189
8823 5310 124
8823 6349 182
8823 4013 94
8823 3611 40
8824 6847 16
8824 3977 164
8824 5064 159
8825 5956 3
8825 5592 158
8825 1475 9
8825 1782 88
8826 2790 117
8826 2366 89
8826 468 61
8826 1510 59
8827 239 198
8827 7139 173
8827 8243 85
8827 1917 93
8828 4126 35
8828 8833 49
8828 356 83
8829 1361 187
8829 4150 28
8829 323 5
8830 3773 183
8830 4576 171
8830 6689 121
8831 2200 21
8831 3818 108
8831 7213 28
8831 3716 99
8832 269 24
8832 5237 113
8832 3113 169
8833 8505 91
8833 8880 89
8833 7871 134
8833 6032 71
8834 8672 154
8834 1053 100
8834 3128 150
8835 9909 115
8835 3490 151
8835 8419 129
8835 2907 98
8836 6057 132
8836 6795 7
8837 8621 172
8837 5248 35
8837 2054 38
8838 128 148
8838 2223 116
8838 9231 135
8838 4005 53
8839 4960 158
8839 8287 133
8839 4855 94
8840 4267 89
8840 9534 197
8840 1546 115
8841 1280 16
8841 1686 39
8841 7084 42
8841 780 15
8842 9027 19
8842 8934 181
8842 3169 101
8843 9522 89
8843 3012 114
8844 6964 16
8844 4469 44
8844 7097 187
8845 3385 128
8845 6912 165
8845 5236 50
8846 607 169
8846 385 95
8846 8686 145
8846 7553 86
8847 1333 3
8847 1561 83
8847 1668 53
8847 2581 5
8848 9664 131
8848 6011 98
8849 7341 122
8849 8064 156
8850 2823 126
8850 263 140
8851 3998 32
8851 5899 3
8851 4776 139
8851 170 114
8852 9358 109
8852 1247 170
8852 3790 140
8852 7446 14
8853 7063 51
8853 9978 122
8853 995 178
8853 6717 98
8854 6786 51
8854 431 128
8855 1486 80
8855 7768 129
8855 1858 113
8855 7972 31
8856 4988 185
8856 8127 42
8856 1562 31
8857 5964 2
8857 8988 98
8858 741 50
8858 2368 22
8859 358 174
8859 9148 89
8859 6514 13
8859 4043 38
8860 3469 125
8860 8101 117
8860 4482 146
8860 904 78
8861 2340 18
8861 2870 192
8861 3300 66
8862 7324 111
8862 596 143
8863 2645 73
8863 5347 116
8864 3137 119
8864 4853 156
8865 6665 93
8865 4231 14
8866 7158 195
8866 7466 80
8866 671 63
8866 5855 77
8867 8123 21
8867 3228 131
8868 4993 195
8868 5456 4
8868 3675 103
8869 3155 8
8869 880 9
8870 6212 173
8870 371 135
8870 2964 178
8871 7779 45
8871 3132 107
8871 5873 177
8871 7795 26
8872 182 150
8872 3744 122
8872 6423 62
8873 6171 145
8873 4588 93
8873 1505 19
8874 9288 125
8874 8984 113
8874 9187 158
8875 2422 118
8875 9816 167
8876 5613 134
8876 2656 200
8876 8621 135
8876 8624 200
8877 3415 40
8877 3935 100
8877 719 34
8878 6216 183
8878 4886 157
8878 2233 137
8878 3212 186
8879 2019 80
8879 4457 94
8880 9955 118
8880 1153 8
8880 3936 115
8880 3909 132
8881 6063 135
8881 4526 119
8882 4629 139
8882 2927 80
8882 9158 40
8882 4312 106
8883 109 85
8883 546 135
8883 5165 86
8884 1901 22
8884 4250 39
8885 8684 166
8885 8947 16
8885 642 115
8885 423 59
8886 8469 86
8886 4537 8
8886 9776 133
8886 7372 60
8887 1652 194
8887 7997 22
8888 792 6
8888 7288 196
8888 9095 125
8888 1081 183
8889 1470 44
8889 8092 184
8889 9126 180
8889 8352 164
8890 5712 70
8890 2549 183
8890 2664 180
8891 2502 172
8891 2899 62
8891 4087 5
8891 27 105
8892 3949 111
8892 7454 111
8893 8896 192
8893 9526 14
8893 6744 145
8894 2907 2
8894 2867 45
8894 3901 141
8894 3957 110
8895 7749 26
8895 3281 26
8895 8888 40
8895 293 129
8896 1542 125
8896 8885 66
8896 1012 195
8896 6275 56
8897 156 185
8897 7168 128
8898 8400 177
8898 5679 64
8898 8067 164
8899 5071 42
8899 8534 179
8899 1165 188
8900 2353 149
8900 5033 164
8900 9322 20
8901 6293 50
8901 6343 164
8901 7915 24
8901 567 30
8902 6714 44
8902 6286 146
8902 5252 187
8902 8959 16
8903 9307 128
8903 4735 9
8903 2869 71
8903 3882 182
8904 4965 192
8904 9915 55
8904 5887 0
8905 6114 62
8905 9711 104
8905 3306 46
8905 5252 43
8906 7752 52
8906 149 163
8906 3699 8
8906 88 50
8907 2842 76
8907 3705 105
8907 475 22
8907 227 3
8908 2726 19
8908 4849 188
8908 2460 119
8908 4414 47
8909 4551 20
8909 416 56
8910 798 39
8910 181 103
8911 4111 12
8911 227 153
8912 657 15
8912 3636 71
8912 6027 36
8913 5651 187
8913 3482 42
8914 537 175
8914 9567 105
8915 1617 44
8915 8441 95
8916 1215 64
8916 3547 163
8916 3449 185
8917 3451 155
8917 3129 30
8917 6021 167
8917 6376 1
8918 7376 152
8918 9880 6
8918 7359 122
8919 8667 168
8919 8784 12
8920 9410 151
8920 6833 173
8920 1429 146
8921 7232 86
8921 5321 155
8921 880 30
8921 5035 125
8922 791 32
8922 7529 135
8922 8264 126
8922 3372 102
8923 5003 11
8923 2478 177
8923 5140 118
8924 5738 83
8924 9598 132
8924 7777 118
8924 1687 15
8925 8151 78
8925 3759 72
8925 3173 175
8926 1050 16
8926 2753 29
8926 3023 154
8926 2903 195
8927 5066 67
8927 2190 86
8927 6189 40
8928 2776 147
8928 2344 164
8928 57 53
8929 9307 151
8929 8688 48
8929 9934 9
8930 8346 19
8930 6078 138
8930 4965 162
8930 1067 170
8931 6123 28
8931 64 183
8931 6136 130
8931 4354 102
8932 4245 48
8932 5994 83
8933 5171 191
8933 2357 121
8934 898 74
8934 8900 146
8934 8949 97
8934 1286 52
8935 4260 99
8935 4693 18
8935 1560 95
8935 7176 192
8936 5054 113
8936 8334 113
8936 6914 30
8937 3499 122
8937 3936 158
8938 8324 191
8938 9847 155
8938 6615 31
8938 2092 85
8939 7276 106
8939 6630 47
8939 7839 144
8939 3542 102
8940 7315 167
8940 3826 177
8940 2505 79
8941 6753 171
8941 7713 180
8941 9369 26
8942 4617 169
8942 6505 132
8942 8822 106
8942 4122 42
8943 1553 60
8943 6868 131
8944 5759 3
8944 5223 170
8944 2405 170
8945 9499 179
8945 2683 6
8945 3746 153
8946 102 52
8946 6594 63
8946 9256 141
8947 7416 8
8947 8782 38
8947 2539 77
8948 2421 15
8948 8573 103
8948 9329 53
8949 5260 35
8949 7882 187
8949 3168 150
8950 225 81
8950 1327 151
8951 2031 190
8951 5425 35
8951 7555 186
8952 4678 115
8952 2452 81
8952 4207 94
8953 9959 73
8953 1412 17
8954 3698 78
8954 1560 171
8955 6812 150
8955 6392 57
8956 9543 200
8956 7075 178
8956 2145 119
8957 1784 57
8957 1136 165
8957 3291 17
8957 1150 2
8958 7175 111
8958 9192 70
8959 6776 29
8959 8453 143
8959 4853 61
8960 4256 52
8960 5953 165
8960 2786 131
8960 5169 68
8961 6268 171
8961 9271 9
8961 8915 124
8961 9821 85
8962 9882 94
8962 5418 83
8963 5362 137
8963 5647 184
8963 6789 11
8963 7148 45
8964 6913 94
8964 1877 65
8965 7662 18
8965 5705 136
8965 608 129
8966 235 110
8966 9350 157
8966 6932 79
8966 6423 22
8967 5277 59
8967 9599 131
8967 7651 105
8968 1317 198
8968 8104 120
8969 6512 24
8969 6947 40
8970 3253 165
8970 1844 32
8970 2071 145
8970 853 172
8971 3669 56
8971 1688 55
8971 5014 47
8972 1177 1
8972 2256 57
8972 7901 100
8972 7808 151
8973 8106 54
8973 1761 109
8973 3114 64
8974 3595 58
8974 5671 156
8975 3160 182
8975 8605 12
8975 6746 76
8976 8412 110
8976 1866 121
8977 5285 9
8977 1026 112
8977 2422 73
8978 3472 88
8978 1083 178
8978 8249 199
8979 400 114
8979 1854 149
8979 7748 62
8979 8762 103
8980 9902 20
8980 9191 15
8980 8948 50
8980 1009 146
8981 4913 185
8981 5783 185
8981 1828 77
8981 158 130
8982 743 22
8982 7841 100
8982 1273 84
8982 1791 166
8983 8887 88
8983 7297 4
8984 5881 169
8984 7237 187
8985 4169 143
8985 7774 148
8985 8225 188
8985 510 25
8986 5107 48
8986 6776 65
8986 969 134
8986 9479 168
8987 5722 24
8987 3659 127
8987 9252 120
8987 7009 69
8988 4221 168
8988 1536 173
8988 9716 173
8989 458 9
8989 3665 87
8989 9631 163
8990 9264 22
8990 9754 156
8991 3861 117
8991 8052 196
8992 7877 21
8992 3976 151
8992 6413 108
8993 6635 185
8993 167 180
8993 5027 88
8993 7112 148
8994 5656 40
8994 5849 0
8994 8837 29
8995 4817 12
8995 4828 91
8996 3764 100
8996 6978 128
8996 9458 129
8997 9311 132
8997 9804 90
8997 9813 74
8997 654 173
8998 6823 106
8998 4221 93
8998 8145 146
8998 2930 108
8999 6438 33
8999 6708 197
8999 5869 8
8999 4343 68
9000 4395 97
9000 2478 43
9000 6065 157
9000 3712 42
9001 6875 185
9001 5310 51
9002 7364 194
9002 1589 185
9002 7410 132
9002 8857 143
9003 3969 126
9003 3154 13
9004 3732 7
9004 9249 25
9004 8535 132
9005 4525 173
9005 5461 49
9006 142 54
9006 5373 29
9006 6495 75
9006 3383 22
9007 4377 157
9007 9058 38
9007 8674 88
9007 4960 175
9008 5964 162
9008 611 4
9008 5881 32
9009 1941 129
9009 402 113
9010 7482 19
9010 8950 135
9011 2885 32
9011 4779 50
9011 4487 15
9011 8548 196
9012 2461 167
9012 7185 198
9013 2508 115
9013 9112 165
9013 6440 38
9014 302 37
9014 7284 22
9015 8481 128
9015 4142 187
9015 8065 132
9016 654 84
9016 1173 95
9017 7186 42
9017 7681 196
9018 9542 12
9018 2662 39
9019 3161 118
9019 3360 14
9019 5227 50
9020 9041 148
9020 1789 26
9020 286 134
9020 4402 123
9021 7790 110
9021 4432 174
9021 5310 196
9021 5636 112
9022 1347 98
9022 9929 132
9023 7918 128
9023 9035 121
9023 8310 129
9023 9194 60
9024 4385 62
9024 3619 190
9024 495 138
9025 9047 152
9025 3962 77
9025 2704 15
9025 1654 147
9026 2595 197
9026 1026 156
9026 6699 18
9027 8485 99
9027 2615 36
9027 5610 58
9027 5098 10
9028 866 13
9028 2789 114
9028 1376 1
9028 1314 146
9029 9534 72
9029 1947 96
9030 1237 161
9030 4724 103
9031 1901 18
9031 5473 129
9031 2967 182
9031 9302 4
9032 2459 154
9032 4262 196
9032 2996 99
9033 7626 145
9033 2229 79
9034 8964 132
9034 6794 101
9034 9214 184
9035 934 68
9035 4585 50
9036 6807 105
9036 4890 17
9036 2602 96
9037 8636 192
9037 4275 140
9038 3492 160
9038 8541 91
9038 3188 14
9038 7430 115
9039 7897 188
9039 7369 138
9039 1464 108
9040 9034 107
9040 4117 170
9040 9563 146
9041 3108 115
9041 7069 179
9041 4019 182
9042 582 163
9042 4825 99
9042 2293 75
9043 986 195
9043 9921 171
9043 7913 132
9043 2982 30
9044 4669 101
9044 4551 13
9044 1050 18
9044 8865 120
9045 2580 184
9045 163 35
9045 7861 89
9046 1600 195
9046 3998 171
9046 1890 30
9047 8474 55
9047 8861 42
9047 9168 21
9048 3251 116
9048 8180 56
9048 3826 153
9049 1947 136
9049 1363 47
9050 3753 183
9050 4539 1
9050 4604 1
9051 24 131
9051 5422 157
9051 8073 56
9052 1456 26
9052 2037 22
9052 8495 73
9053 3440 117
9053 8662 175
9053 1025 153
9054 5438 8
9054 9577 143
9054 8716 179
9055 7932 40
9055 501 169
9055 9493 90
9056 8433 28
9056 8345 51
9057 4439 64
9057 2460 134
9057 1040 196
9057 9918 65
9058 1049 171
9058 1612 12
9059 7188 194
9059 2229 40
9059 1256 192
9060 2780 186
9060 7004 92
9060 227 57
9061 6310 145
9061 9710 179
9062 4489 60
9062 6587 142
9062 3268 46
9062 6794 20
9063 4446 82
9063 2544 91
9063 4405 120
9064 2310 33
9064 7314 131
9065 157 78
9065 8501 186
9066 6047 104
9066 6033 20
9067 1174 22
9067 85 20
9067 5102 20
9068 6480 129
9068 2438 158
9068 5374 139
9069 6364 104
9069 7563 142
9069 2142 162
9070 1451 84
9070 8033 26
9071 3820 169
9071 3465 13
9071 3180 132
9072 2549 140
9072 7856 99
9073 3878 102
9073 5000 66
9074 5972 136
9074 7921 162
9074 6730 132
9075 9498 134
9075 5728 26
9076 295 121
9076 3835 172
9077 2390 34
9077 5615 168
9077 7164 86
9078 1801 72
9078 9711 111
9078 4041 54
9078 2384 31
9079 160 82
9079 577 68
9080 9747 34
9080 74 52
9080 4883 5
9080 373 21
9081 831 80
9081 3752 8
9081 5019 69
9082 9508 107
9082 9409 177
9083 3329 193
9083 7786 32
9083 1246 91
9084 585 133
9084 9541 29
9085 2271 83
9085 1666 66
9085 9931 98
9086 1939 153
9086 468 149
9086 5851 150
9087 8829 24
9087 4270 94
9087 7944 180
9088 7001 167
9088 6387 67
9088 6950 100
9088 3104 134
9089 5661 179
9089 4095 114
9089 46 129
9090 6199 137
9090 5405 33
9091 9573 2
9091 6606 180
9092 7112 112
9092 4941 148
9092 4898 84
9093 3100 121
9093 7543 114
9093 784 176
9093 9565 63
9094 5194 149
9094 9083 187
9094 7915 88
9095 6850 49
9095 2574 55
9095 3924 74
9095 4823 33
9096 6875 41
9096 9652 50
9096 5851 55
9096 6238 43
9097 915 194
9097 6962 199
9097 184 143
9097 5663 177
9098 4628 29
9098 3063 190
9098 4631 8
9099 6977 27
9099 669 160
9099 3068 79
9100 2917 158
9100 8982 61
9101 7790 94
9101 7737 46
9101 5452 19
9101 8696 126
9102 1290 141
9102 9042 151
9102 2997 87
9103 9305 63
9103 8510 58
9103 8287 154
9103 4636 16
9104 6503 25
9104 5247 123
9105 6642 60
9105 447 97
9105 858 57
9105 561 11
9106 4611 120
9106 4705 47
9106 3880 4
9107 3042 68
9107 8691 128
9107 1558 150
9108 4 135
9108 489 106
9108 273 168
9108 5645 0
9109 5260 19
9109 8158 110
9110 4799 86
9110 5342 164
9111 2029 195
9111 9992 44
9111 2248 95
9112 1833 177
9112 8553 6
9112 8042 29
9113 8128 183
9113 4440 23
9113 2871 166
9113 8218 90
9114 1821 184
9114 8797 93
9114 8246 130
9114 5170 101
9115 5947 195
9115 2066 193
9115 1559 198
9115 9983 152
9116 391 159
9116 280 117
9116 8723 3
9117 2353 81
9117 2306 7
9118 7575 52
9118 9715 64
9118 5734 114
9119 9062 111
9119 2309 64
9119 1076 122
9119 6416 42
9120 197 139
9120 2584 187
9121 6435 7
9121 7830 60
9122 7006 59
9122 4780 58
9122 2069 59
9123 1139 143
9123 6738 92
9123 91 200
9123 3918 142
9124 390 182
9124 7349 153
9124 5711 50
9125 7338 91
9125 4807 107
9125 5030 188
9126 9589 69
9126 125 72
9126 5510 75
9127 7972 187
9127 7088 0
9127 4466 174
9127 5749 123
9128 8508 110
9128 4377 51
9129 9823 46
9129 5602 27
9129 7803 128
9130 5317 152
9130 6094 57
9131 4681 81
9131 8642 73
9131 8884 5
9131 643 11
9132 4155 165
9132 7783 30
9132 1591 41
9133 4790 138
9133 2049 173
9133 3886 40
9133 8087 2
9134 7584 71
9134 90 38
9134 1337 197
9135 1261 46
9135 4504 64
9135 8933 106
9136 2663 34
9136 4816 1
9136 6050 142
9137 8096 65
9137 5740 153
9138 4656 147
9138 4439 91
9138 3567 137
9138 3908 43
9139 2065 12
9139 770 108
9139 9614 121
9140 8999 22
9140 7854 5
9141 5972 88
9141 7861 190
9141 3110 186
9142 5281 175
9142 7850 99
9143 6858 47
9143 5451 140
9143 6936 153
9144 9031 59
9144 9642 167
9144 3438 54
9145 1240 130
9145 7720 62
9146 7394 56
9146 6841 131
9146 3859 5
9147 9877 33
9147 3822 84
9147 3827 175
9147 2166 199
9148 7731 167
9148 7663 44
9149 5049 173
9149 2902 123
9149 5313 145
9149 9486 175
9150 8914 16
9150 1254 169
9150 1966 55
9151 1762 47
9151 8258 118
9151 6 131
9152 6517 154
9152 9245 97
9152 8082 84
9153 4187 10
9153 8609 180
9153 7238 47
9153 8058 184
9154 4676 147
9154 6200 169
9154 9883 102
9154 2876 107
9155 5202 47
9155 7012 30
9155 4025 38
9155 6646 42
9156 6992 97
9156 9666 30
9157 7316 176
9157 9155 5
9157 8813 173
9158 7835 199
9158 8655 78
9159 9393 54
9159 9886 115
9159 5832 112
9160 2373 28
9160 2067 55
9160 9609 183
9161 1093 54
9161 9657 78
9162 9069 100
9162 5639 148
9162 2212 196
9163 5232 21
9163 9419 100
9163 3888 43
9164 9597 18
9164 568 185
9165 3537 7
9165 5469 132
9166 1417 20
9166 6771 129
9166 5451 66
9167 5011 139
9167 3643 0
9168 955 162
9168 1833 67
9168 5238 116
9169 4860 67
9169 8527 164
9169 7219 76
9169 8494 68
9170 9414 191
9170 3126 188
9171 5986 107
9171 2352 109
9172 9873 121
9172 5553 126
9172 3888 127
9172 8594 1
9173 2549 91
9173 7760 117
9173 7589 130
9173 7979 151
9174 114 159
9174 7301 116
9174 4218 7
9175 1273 6
9175 6317 64
9175 8079 26
9176 1285 58
9176 9653 167
9176 1514 169
9177 3695 73
9177 5116 37
9178 2490 59
9178 7431 90
9179 2777 150
9179 188 2
9180 3707 59
9180 3478 21
9181 9520 40
9181 8531 17
9181 5315 143
9182 5089 126
9182 2233 141
9183 1329 185
9183 3373 28
9184 4719 63
9184 8851 86
9184 3781 150
9185 9078 47
9185 4539 56
9186 8320 6
9186 1401 15
9186 2124 49
9186 3756 147
9187 7207 38
9187 1062 159
9187 9036 26
9187 4512 72
9188 1595 74
9188 8573 144
9188 4784 91
9189 3760 73
9189 8517 29
9189 2079 24
9190 123 105
9190 7652 138
9190 9753 44
9191 8741 17
9191 7618 133
9191 6168 24
9192 6363 125
9192 7944 30
9193 3525 2
9193 8726 109
9193 9267 179
9194 5137 8
9194 9097 103
9194 1036 195
9195 9874 62
9195 2946 32
9195 5131 131
9195 3484 59
9196 1679 136
9196 9275 184
9196 2657 153
9197 2461 89
9197 5394 109
9198 7213 166
9198 7414 102
9198 3505 134
9199 362 25
9199 5079 110
9199 3763 43
9199 3094 2
9200 3513 189
9200 5075 87
9201 58 15
9201 9706 108
9201 6868 147
9202 298 120
9202 3101 115
9202 576 37
9202 198 146
9203 1565 152
9203 6678 47
9203 3763 186
9203 962 76
9204 4926 143
9204 4542 189
9204 2998 31
9204 3011 145
9205 315 110
9205 5428 166
9205 5937 58
9205 4881 46
9206 5722 32
9206 2939 157
9206 1202 168
9207 5082 186
9207 8048 28
9207 6019 142
9208 9695 133
9208 1880 112
9208 2746 135
9208 4601 46
9209 9785 52
9209 2719 105
9209 8572 85
9209 5902 131
9210 1981 124
9210 220 80
9210 4271 105
9211 2775 160
9211 1838 165
9212 8190 99
9212 3280 24
9212 6435 81
9212 9307 18
9213 2434 172
9213 3921 164
9214 2974 95
9214 418 159
9214 7262 138
9214 3883 160
9215 9727 155
9215 5572 106
9215 148 32
9215 5142 95
9216 3547 175
9216 9438 186
9217 2480 122
9217 3682 6
9217 2364 118
9218 7321 22
9218 2864 29
9218 2701 26
9219 7166 199
9219 5464 135
9219 9781 89
9219 9683 194
9220 764 124
9220 7408 77
9221 7013 164
9221 8063 79
9221 5847 189
9222 8445 136
9222 2893 18
9222 3708 36
9223 1237 155
9223 9279 29
9224 6950 104
9224 1117 190
